ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6282,6,60.0,0,0.0,4,34.0,0.0,0.033333333,0.0,0.0,2,1,10,4,3,1,0,0
6283,10,382.8333333,4,319.3,72,4163.797619,0.000297619,0.010912698,12.0921619,0.0,1,1,10,1,4,2,0,1
6284,0,0.0,0,0.0,36,319.5,0.047777778,0.088888889,0.0,0.0,2,1,10,6,8,2,0,0
6285,4,58.0,2,28.5,82,4729.065909,0.0,0.014544651,9.055465887,0.0,8,1,10,0,4,2,0,1
6286,0,0.0,0,0.0,26,852.7666667000002,0.001923077,0.024166667000000003,0.0,1.0,2,5,10,2,8,2,1,0
6287,3,152.0,0,0.0,9,117.0,0.0,0.016666667,0.0,0.0,2,1,10,0,3,1,1,0
6288,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,5,10,6,8,2,0,0
6289,0,0.0,0,0.0,11,205.75,0.018181818,0.036363636,0.0,0.0,9,0,3,7,4,2,0,0
6290,0,0.0,0,0.0,12,168.0,0.041666667,0.063888889,0.0,0.0,8,1,10,0,8,2,0,0
6291,6,479.25,0,0.0,51,2156.525403,0.0,0.011878788,6.229994739,0.0,8,1,10,0,4,2,0,1
6292,0,0.0,0,0.0,22,469.54,0.0,0.008695652,14.00979215,0.0,7,1,10,4,4,1,0,1
6293,3,90.0,0,0.0,4,126.0,0.0,0.014285714,0.0,0.0,2,1,10,1,3,1,0,0
6294,4,40.0,2,146.0,56,2866.90202,0.0,0.010451977,85.7528587,0.0,1,1,10,5,4,2,1,0
6295,2,105.0,0,0.0,19,482.5,0.0,0.008333333,0.0,0.0,2,5,10,6,4,1,1,0
6296,7,56.5,0,0.0,96,4803.827170000001,0.012794613,0.02630097,0.0,0.0,8,5,10,6,4,2,1,0
6297,1,34.5,0,0.0,40,1473.658333,0.0,0.031153846,0.0,0.0,8,3,3,7,5,2,1,0
6298,0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,2,3,3,0,8,2,0,0
6299,2,3.0,2,63.5,118,5250.891667,0.001626016,0.014905149,0.0,0.0,8,1,10,0,4,2,1,0
6300,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,5,10,5,15,2,1,0
6301,4,124.7,5,88.9,11,577.6,0.010526316,0.010526316,0.0,0.0,3,5,10,6,4,1,0,0
6302,0,0.0,0,0.0,12,402.1666667,0.041666667,0.065,0.0,0.0,1,5,10,5,8,2,0,0
6303,0,0.0,0,0.0,9,608.75,0.0,0.025,42.422531,0.0,9,1,10,4,4,2,0,1
6304,0,0.0,0,0.0,30,946.5952381,0.013333333,0.031333333,0.0,0.0,8,1,10,0,4,2,0,0
6305,0,0.0,0,0.0,33,1412.316667,0.012121212,0.051717172,0.0,0.0,8,1,7,6,8,2,0,1
6306,6,145.0,6,199.0,40,1834.166667,0.0,0.006734694,49.47040982,0.0,1,1,7,6,4,2,0,1
6307,0,0.0,0,0.0,10,105.6166667,0.022222222000000003,0.048148148,0.0,0.0,8,3,3,6,4,2,0,0
6308,2,8.0,1,14.33333333,14,603.6666667000002,0.0,0.0125,44.67925,0.0,1,1,10,0,13,2,0,1
6309,2,268.0,2,84.0,46,1679.6666670000004,0.012,0.026,0.0,0.0,8,5,10,0,14,2,1,0
6310,1,51.4,0,0.0,25,1417.022222,0.022666667,0.055466667,0.0,0.0,4,5,10,0,4,2,0,0
6311,0,0.0,0,0.0,3,29.0,0.0,0.066666667,0.0,0.0,2,1,10,0,7,2,1,0
6312,2,58.4,0,0.0,5,303.1,0.0,0.033333333,0.0,0.0,7,5,10,6,2,2,0,1
6313,6,262.02,0,0.0,25,688.4533332999998,0.0,0.025904762,2.368830117,0.0,6,1,10,6,4,2,0,0
6314,0,0.0,0,0.0,21,607.5892857000001,0.028571429,0.051322750999999986,0.0,0.0,9,5,10,0,4,2,1,0
6315,0,0.0,0,0.0,14,148.0,0.06428571400000001,0.1,0.0,0.6,2,0,3,2,8,2,0,0
6316,15,161.76441100000005,7,227.25,104,6254.420122,0.028065242,0.036927442000000005,3.431210317,0.0,2,5,10,0,4,2,1,0
6317,4,209.5,0,0.0,23,1780.7,0.0,0.011538462,0.0,0.0,8,1,10,6,4,1,0,0
6318,3,66.33333333,0,0.0,15,424.83333330000005,0.0,0.0125,0.0,0.0,1,1,10,1,2,2,0,0
6319,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,9,3,3,0,8,2,1,0
6320,0,0.0,0,0.0,4,96.33333333,0.083333333,0.0875,0.0,0.0,9,3,3,5,12,2,0,0
6321,12,637.9388888999998,0,0.0,61,1797.298291,0.025147059,0.029877803,0.0,0.0,2,5,10,0,8,2,0,0
6322,0,0.0,0,0.0,20,528.0,0.0,0.0075,31.1904,0.6,2,1,10,0,7,1,0,1
6323,0,0.0,0,0.0,13,328.9,0.015384615,0.046153846,0.0,0.0,3,1,10,6,12,2,0,0
6324,4,99.5,0,0.0,16,315.1666667,0.0,0.016666667,12.53314286,0.0,1,3,3,1,12,2,0,1
6325,1,4.0,0,0.0,48,1199.160606,0.0,0.00070922,0.0,0.0,9,1,10,0,4,1,0,0
6326,0,0.0,0,0.0,3,75.5,0.0,0.066666667,0.0,0.0,9,5,10,2,4,2,1,0
6327,3,54.0,0,0.0,26,1296.183333,0.036781609,0.060344828,0.0,0.0,2,1,10,0,12,2,0,0
6328,0,0.0,0,0.0,39,1867.033333,0.0,0.020512821,0.0,0.0,8,1,1,2,4,2,0,0
6329,0,0.0,0,0.0,22,325.75,0.0,0.031818182,0.0,0.0,1,1,4,3,4,2,0,0
6330,6,86.0,0,0.0,12,905.5,0.0,0.026666667,23.639394600000006,0.0,9,0,7,0,8,2,0,1
6331,10,60.7,1,110.25,75,1585.6087300000004,0.005063291,0.021603376,0.0,0.0,9,1,10,2,8,2,0,0
6332,3,14.0,0,0.0,154,4712.769322,0.001282051,0.014267214,3.890350183,0.0,2,1,7,1,12,2,0,0
6333,5,119.0,0,0.0,49,1143.3485039999996,0.0,0.008595388,0.0,0.0,2,3,3,0,4,2,0,0
6334,0,0.0,0,0.0,9,273.25,0.066666667,0.07777777799999999,0.0,0.0,9,5,9,8,8,2,1,0
6335,15,1011.361111,2,171.5,54,1405.131241,0.0,0.006127451,37.41814196,0.0,1,5,10,6,4,1,1,0
6336,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,5,10,6,2,2,0,0
6337,0,0.0,3,103.1666667,21,1586.333333,0.016666667,0.033333333,0.0,0.0,2,1,10,0,4,2,0,0
6338,5,52.5,0,0.0,7,415.5,0.0,0.016666667,0.0,0.0,2,1,10,0,7,1,0,0
6339,2,24.13333333,0,0.0,19,263.7128571,0.0,0.00125,0.0,0.0,7,5,10,0,4,2,0,0
6340,3,35.0,0,0.0,16,352.0,0.0,0.011764706000000002,0.0,0.0,1,1,10,5,8,2,0,0
6341,3,67.5,0,0.0,30,761.75,0.0,0.015053763,19.31425101,0.0,9,1,1,0,8,2,1,1
6342,5,825.0,0,0.0,33,808.1666667000002,0.0,0.005405405,20.85956757,0.0,1,1,1,4,5,1,0,1
6343,2,14.0,2,189.0,134,6732.124414,0.008018648,0.025030224,0.0,0.0,8,3,11,6,15,2,0,0
6344,1,11.0,0,0.0,7,950.0,0.01875,0.020833333,0.0,0.0,2,5,10,5,12,2,0,0
6345,1,21.0,0,0.0,31,945.6666667000003,0.006896551999999999,0.010344828,0.0,0.0,2,1,10,0,7,1,0,0
6346,3,27.0,0,0.0,2,16.0,0.0,0.05,0.0,0.0,8,1,10,5,4,1,1,1
6347,4,362.0,1,61.0,17,819.0,0.0,0.005,0.0,0.0,2,1,10,5,8,2,0,0
6348,1,28.2,0,0.0,20,679.5666667,0.0,0.006349206,0.0,0.0,8,1,10,5,12,1,0,0
6349,0,0.0,0,0.0,15,581.4166667000002,0.0,0.007142857,0.0,0.0,1,1,7,0,4,2,0,0
6350,4,148.5,1,118.0,150,4764.429997,0.0,0.005636724,33.33074497,0.0,1,1,10,8,4,2,0,0
6351,3,101.6666667,0,0.0,22,2250.083333,0.0,0.019565217,32.70730435,0.0,2,1,1,2,8,2,0,1
6352,2,35.3,0,0.0,2,20.1,0.0,0.0,40.27815244,0.0,6,1,10,0,2,1,0,1
6353,2,84.0,0,0.0,30,597.6330532000002,0.006666666999999999,0.005925926,0.0,0.0,8,3,11,0,15,2,1,0
6354,0,0.0,0,0.0,4,75.5,0.0,0.05,0.0,0.0,8,1,10,0,11,1,0,0
6355,6,167.0,0,0.0,71,1445.458333,0.0040540540000000005,0.013963964,12.30811748,0.0,8,5,10,0,5,2,0,1
6356,1,5.5,0,0.0,103,2429.279762,0.034951923,0.044360501,0.0,0.0,8,5,10,0,14,2,0,0
6357,1,15.1,0,0.0,9,248.05,0.0,0.01875,0.0,0.0,6,5,10,2,7,1,0,0
6358,3,24.75,0,0.0,2,74.75,0.0,0.022222222000000003,0.0,0.0,8,1,10,6,4,1,0,1
6359,0,0.0,0,0.0,24,981.1666667000003,0.051388889000000014,0.08472222199999999,0.0,0.0,2,1,10,0,15,2,1,0
6360,0,0.0,0,0.0,12,354.0,0.0,0.018181818,0.0,0.0,2,1,6,0,4,1,1,0
6361,0,0.0,1,65.5,49,574.8333332999998,0.0,0.012,0.0,0.0,1,1,10,5,5,2,0,0
6362,0,0.0,0,0.0,7,117.0,0.0,0.028571429,0.0,0.0,2,1,4,1,8,2,1,0
6363,10,290.3333333,0,0.0,60,2818.0944440000007,0.016666667,0.018387097,2.050814516,0.0,2,3,3,1,4,2,0,0
6364,10,237.8333333,2,23.0,82,1814.564286,0.002325581,0.010385835,8.495651163,0.0,2,5,10,6,4,2,0,0
6365,2,33.5,0,0.0,8,556.0,0.0,0.015151515,0.0,0.0,9,1,10,0,4,1,1,0
6366,6,160.09523810000005,3,94.5,47,1682.8702469999996,0.001333333,0.007891429,5.698642857,0.0,1,5,10,1,5,2,0,1
6367,4,134.5,2,330.0,7,169.5,0.016666667,0.018888889,0.0,0.8,2,5,10,0,12,2,0,0
6368,0,0.0,0,0.0,6,224.0,0.0,0.011111111000000002,0.0,0.0,2,3,3,0,12,2,1,0
6369,0,0.0,2,105.0,194,6460.192638,0.003760684,0.017284446000000002,1.79107248,0.0,8,1,10,6,4,2,0,1
6370,8,161.66857140000005,0,0.0,518,11976.72135,3.83e-05,0.003837261,0.0,0.0,7,0,10,4,4,2,0,0
6371,3,40.25,3,9.0,26,683.0292208,0.006451613,0.032319508,0.0,0.0,8,3,3,0,4,2,0,1
6372,0,0.0,0,0.0,8,72.0,0.025,0.05,0.0,0.4,2,1,10,0,7,2,0,0
6373,12,1098.5,1,0.0,115,6367.506345000002,0.016,0.030930013,0.0,0.0,8,3,3,0,12,2,0,1
6374,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,0,3,3,0,12,2,0,0
6375,0,0.0,0,0.0,37,651.0,0.005405405,0.018918919,0.0,0.0,1,1,10,6,8,2,0,0
6376,0,0.0,0,0.0,16,450.83333330000005,0.04375,0.06875,0.0,0.0,2,1,10,5,8,2,0,0
6377,7,87.91666667,1,0.0,46,1621.025379,0.004081633,0.020544218,6.02352321,0.0,9,3,3,6,4,2,0,0
6378,12,397.7166667,3,431.33333330000005,336,12595.62776,0.0023768120000000003,0.01331553,1.178989949,0.0,8,1,10,0,15,2,0,1
6379,0,0.0,0,0.0,10,262.5,0.0,0.02,0.0,0.0,2,1,10,8,4,2,0,0
6380,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,8,3,3,1,2,2,0,0
6381,1,13.0,0,0.0,10,391.85,0.018055556,0.046984127,0.0,0.0,1,5,10,2,12,2,1,0
6382,5,187.875,1,32.5,34,2719.525974,0.016447876,0.029992691,3.222261703,0.0,8,5,10,6,4,2,0,0
6383,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,5,10,0,12,2,1,0
6384,0,0.0,0,0.0,3,26.0,0.0,0.05,0.0,0.0,1,5,10,0,8,2,0,0
6385,0,0.0,0,0.0,20,438.33333330000005,0.02,0.04,0.0,0.0,1,1,10,3,8,2,0,0
6386,13,318.7202381,1,0.0,60,1205.945238,0.008823529,0.01709646,5.710061275,0.0,2,1,10,6,14,2,0,1
6387,1,5.5,2,28.0,20,929.3333332999997,0.0,0.015333333,0.0,0.0,9,1,10,1,4,2,0,0
6388,3,91.66666667,2,12.0,29,1347.266667,0.0,0.008854167,0.0,0.0,9,1,7,0,8,2,0,0
6389,0,0.0,0,0.0,10,149.6,0.02,0.04,0.0,0.6,2,1,10,5,4,2,0,0
6390,4,45.75,0,0.0,18,1273.083333,0.0,0.031818182,6.750968245,0.0,9,3,3,0,8,2,0,1
6391,4,229.25,0,0.0,8,372.25,0.022222222000000003,0.00952381,0.0,0.0,9,3,10,0,11,2,0,0
6392,1,20.0,0,0.0,20,219.5,0.12,0.129761905,0.0,0.8,2,5,10,0,14,2,0,0
6393,5,91.31666667,0,0.0,29,1352.976722,0.01125,0.024522672,7.91345877,0.0,8,3,3,1,8,2,0,0
6394,11,293.6222222,2,42.2,64,1831.942222,0.0,0.015238095,16.35155923,0.0,8,1,7,6,7,2,1,0
6395,4,63.0,0,0.0,10,565.5,0.0,0.015384615,0.0,0.0,9,4,5,4,18,0,0,0
6396,0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,0,3,3,0,12,2,0,0
6397,4,60.4,0,0.0,7,207.6,0.0,0.033333333,30.84751033,0.0,6,1,10,4,12,2,0,0
6398,8,181.1666667,3,52.0,29,996.0833332999997,0.002777778,0.035515873,6.310740741,0.4,2,1,10,0,7,2,0,0
6399,0,0.0,0,0.0,17,212.25,0.0,0.023529412000000003,0.0,0.0,9,1,10,0,18,2,0,0
6400,1,0.0,0,0.0,18,1489.083333,0.023529412000000003,0.046470588,0.0,0.0,1,1,10,7,8,2,0,0
6401,0,0.0,0,0.0,11,667.9166667000002,0.0,0.009090909,0.0,0.0,9,1,7,0,4,2,0,1
6402,0,0.0,0,0.0,10,393.0,0.02,0.06,0.0,0.0,2,1,10,3,12,2,0,0
6403,1,39.5,0,0.0,52,3329.1,0.012231559,0.042469796,0.0,0.0,8,1,10,6,5,2,0,0
6404,0,0.0,0,0.0,2,21.0,0.0,0.05,0.0,0.8,2,1,10,4,12,2,0,0
6405,3,68.0,1,103.0,10,808.5,0.0,0.015384615,35.99261538,0.0,1,1,10,6,13,2,1,1
6406,0,0.0,0,0.0,4,87.5,0.0,0.05,0.0,0.0,2,1,10,2,12,2,0,0
6407,1,143.0,4,48.0,16,333.75,0.0,0.003333333,0.0,0.0,1,3,3,0,4,1,0,0
6408,3,99.0,0,0.0,37,2419.133333,0.007894736999999999,0.023245614,0.0,0.0,1,1,10,6,8,2,0,0
6409,2,29.0,1,0.0,9,536.0,0.0,0.018181818,37.51854545,0.0,2,1,10,6,7,1,0,1
6410,8,86.06190476,2,186.2333333,49,1088.636905,0.015456989,0.029589443,0.0,0.0,3,3,3,6,12,2,0,0
6411,0,0.0,2,116.0,11,419.75,0.0,0.038461538,0.0,0.0,9,1,10,0,4,2,0,0
6412,15,831.6222222,0,0.0,23,845.2788889000002,0.0,0.011944444,1.533539275,0.0,8,1,10,3,18,2,1,0
6413,1,38.0,0,0.0,29,986.8333332999997,0.013793103,0.035057471,0.0,0.0,2,1,1,6,7,2,0,0
6414,11,188.8333333,3,27.0,64,4829.625,0.0040540540000000005,0.017194337,48.60623685,0.0,8,3,3,0,12,2,0,1
6415,0,0.0,2,56.0,9,379.0,0.0,0.03,0.0,0.0,2,1,10,5,7,1,0,0
6416,11,194.575,0,0.0,81,2126.077501,0.011728395,0.02129074,0.0,0.0,8,5,10,0,4,2,1,0
6417,2,31.5,0,0.0,12,402.5,0.0,0.0025,0.0,0.0,1,1,10,3,8,2,0,0
6418,0,0.0,0,0.0,3,35.4,0.0,0.066666667,0.0,0.0,8,3,3,0,8,2,0,0
6419,0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.8,2,1,7,2,8,2,0,0
6420,2,55.4,2,96.8,26,600.5733333,0.013793103,0.022413793,2.812474051,0.0,5,1,10,0,4,2,0,0
6421,0,0.0,0,0.0,30,901.2888889,0.0,0.007333333,34.14841957,0.0,9,1,10,3,4,1,0,1
6422,1,90.0,0,0.0,6,677.0,0.0,0.04,0.0,0.0,9,4,5,4,18,0,0,0
6423,0,0.0,0,0.0,19,392.0,0.021052632,0.052631579000000005,0.0,0.0,1,1,10,8,8,2,1,0
6424,0,0.0,2,48.5,59,2195.283333,0.009836066,0.030601093,0.0,0.0,8,1,10,3,4,2,0,1
6425,3,41.0,0,0.0,32,1130.8469699999996,0.014705882,0.01806184,0.0,0.0,2,3,3,5,12,2,1,0
6426,3,69.0,1,18.0,10,409.4666667,0.005128205,0.039010989,0.0,0.0,9,1,10,0,4,2,0,0
6427,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,3,2,12,2,0,0
6428,0,0.0,0,0.0,28,859.3333332999997,0.0,0.007407406999999999,17.50632106,0.0,8,0,3,1,4,1,0,1
6429,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,8,3,3,0,8,2,0,0
6430,3,65.0,0,0.0,29,386.2621212,0.0,0.000666667,0.0,0.0,8,4,10,4,4,0,0,0
6431,0,0.0,0,0.0,8,260.0,0.008333333,0.025,0.0,0.8,0,5,10,0,12,2,1,0
6432,5,248.9214286,0,0.0,131,6225.988835,0.003562341,0.025012117,7.963976424,0.0,8,1,10,5,4,2,1,1
6433,5,325.3333333,4,94.0,39,1603.5,0.005,0.0115625,0.0,0.0,2,3,3,0,12,2,0,0
6434,4,320.5,0,0.0,23,1841.171429,0.0,0.003913043,0.0,0.0,1,3,3,0,4,1,1,0
6435,12,187.2777778,3,88.58333333,43,3266.127778,0.004242424,0.043712341,3.332333333,0.0,1,3,3,0,5,2,0,0
6436,0,0.0,1,41.5,98,2400.037843,0.000183655,0.011646771,0.0,0.0,8,1,10,0,4,2,0,1
6437,0,0.0,0,0.0,6,36.0,0.066666667,0.133333333,0.0,0.0,1,0,3,0,12,2,1,0
6438,1,5.0,0,0.0,29,3441.439286,0.007142857,0.005654762,0.0,0.0,9,5,10,7,5,2,0,0
6439,0,0.0,0,0.0,113,5178.531731,0.003896104,0.030191572000000007,0.0,0.0,8,1,10,6,4,2,0,1
6440,3,27.53333333,1,0.0,45,3141.258333,0.02173913,0.040017253,6.673695652,1.0,2,5,10,0,12,2,1,1
6441,0,0.0,0,0.0,5,586.0,0.0,0.06,0.0,0.0,8,1,1,4,5,2,1,0
6442,2,51.0,3,68.75,227,12460.67006,0.007569141,0.014819782,0.0,0.0,8,1,10,0,4,2,0,0
6443,9,181.8166667,0,0.0,9,126.9166667,0.0,0.015384615,0.0,0.0,6,3,3,3,7,2,0,0
6444,8,131.9642857,7,1039.166667,61,1407.446429,0.000533333,0.019203175,0.0,0.0,9,1,10,0,4,2,0,0
6445,15,238.5833333,3,119.5,147,2933.695013,0.003797468,0.016656739,18.1270044,0.0,8,1,10,0,8,2,0,1
6446,3,295.6666667,0,0.0,48,2207.833333,0.001041667,0.016921296000000002,0.0,0.0,2,3,11,6,15,2,0,0
6447,0,0.0,0,0.0,13,392.0,0.0,0.026923077000000004,0.0,0.6,2,5,10,0,14,2,0,0
6448,3,37.2,1,0.0,3,14.0,0.0,0.033333333,0.0,0.0,6,1,6,3,4,1,1,0
6449,10,614.1666667000002,0,0.0,47,3608.9,0.0,0.019871795,7.256219132999999,0.0,1,1,10,6,8,2,0,0
6450,7,139.575,0,0.0,30,986.5,0.0,0.011428571,36.39286104,0.0,9,1,4,0,4,1,0,1
6451,0,0.0,2,232.7333333,23,1669.024978,0.0,0.016333333000000002,0.0,0.0,3,5,10,2,4,2,0,0
6452,6,63.0,1,16.0,187,4987.688889,0.003108808,0.011118588,10.80188719,0.0,2,0,3,5,4,2,0,0
6453,0,0.0,0,0.0,8,186.0,0.0,0.044444444000000013,0.0,0.0,9,1,10,0,5,2,0,0
6454,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,10,5,8,2,0,0
6455,0,0.0,0,0.0,11,169.16666669999995,0.0,0.036363636,0.0,0.0,7,1,10,0,8,2,0,0
6456,7,140.9,1,18.2,20,318.7666667,0.0,0.009876543,0.0,0.0,7,1,10,6,4,1,0,0
6457,2,75.6,2,652.8,10,1143.666667,0.0,0.023333333,0.0,0.0,5,1,10,2,4,2,0,0
6458,0,0.0,0,0.0,20,248.4166667,0.010526316,0.033684211,0.0,0.8,2,1,10,5,14,2,0,0
6459,8,375.12,0,0.0,13,288.7133333,0.0,0.0035885170000000007,0.0,0.0,6,5,10,2,12,1,0,0
6460,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,1,10,6,12,2,1,0
6461,1,4.0,0,0.0,11,724.0,0.0,0.036363636,0.0,0.0,8,1,10,0,8,2,0,0
6462,1,6.0,0,0.0,15,579.0,0.0,0.0125,63.93506419,0.0,9,3,3,2,4,1,0,1
6463,2,70.5,0,0.0,20,855.6666667000003,0.0,0.013157895,0.0,0.0,8,1,10,4,18,1,0,0
6464,19,902.16,2,39.2,27,1171.471429,0.0,0.019152047,16.43725303,0.0,8,1,7,0,3,2,0,0
6465,3,124.0,0,0.0,10,265.9333333,0.0,0.015277778,0.0,0.0,6,3,3,0,4,2,0,0
6466,6,93.5,0,0.0,35,1197.93254,0.0,0.02029036,0.0,0.0,9,1,10,3,4,2,0,0
6467,6,55.0,1,7.0,132,4056.175369,0.005882353000000001,0.019282953,0.0,0.0,1,1,10,7,4,2,0,0
6468,7,286.8333333,0,0.0,49,1493.695238,0.005390836,0.015750591,0.0,0.0,9,5,10,6,5,2,1,0
6469,0,0.0,0,0.0,5,111.0,0.0,0.04,0.0,0.0,8,1,10,0,4,1,0,0
6470,0,0.0,0,0.0,34,1070.098072,0.018627451,0.027103099,0.0,0.0,4,5,10,3,8,2,0,0
6471,2,15.0,0,0.0,3,21.0,0.0,0.05,0.0,0.0,1,5,10,2,11,2,0,0
6472,8,139.2,0,0.0,49,3346.969048,0.0,0.008471594,12.5740183,0.0,8,1,8,0,4,2,0,0
6473,0,0.0,0,0.0,25,644.875,0.0,0.044,0.0,0.0,8,1,10,6,4,2,0,0
6474,16,164.925,5,66.875,64,1899.598899,0.010964912,0.029949875,83.78651166,0.0,8,5,10,0,12,2,1,0
6475,4,22.5,0,0.0,15,362.6333333,0.028571429,0.039285714,0.0,0.0,9,5,10,5,12,2,0,0
6476,3,44.0,4,1636.0,49,4945.083333,0.009259259,0.029444444,6.165,0.8,2,1,10,5,7,2,0,1
6477,0,0.0,0,0.0,11,650.1666667000002,0.036363636,0.060606061,0.0,0.0,7,3,3,1,8,2,0,0
6478,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.8,2,5,10,0,14,2,0,0
6479,0,0.0,0,0.0,12,259.5,0.008333333,0.033333333,0.0,0.0,2,1,1,1,2,2,0,0
6480,0,0.0,2,38.2,121,3362.749679,0.025170765,0.042322417,4.212415755,0.0,4,3,3,0,12,2,0,0
6481,0,0.0,0,0.0,7,197.0,0.0,0.042857143,0.0,0.0,9,1,10,6,4,1,0,0
6482,4,148.25,0,0.0,7,179.95833330000005,0.0,0.005,0.0,0.0,8,1,10,0,11,1,1,1
6483,8,340.9333333,0,0.0,26,1076.861905,0.0,0.014942529,11.9331881,0.0,9,3,3,0,11,1,1,0
6484,2,22.2,0,0.0,10,163.9,0.0,0.018181818,0.0,0.0,8,1,10,0,4,2,0,0
6485,8,395.7083333,4,182.8,46,1461.725,0.003773585,0.014375562,13.90010917,0.0,8,3,3,6,12,2,1,1
6486,0,0.0,0,0.0,5,427.0,0.0,0.04,0.0,0.0,1,5,9,6,19,2,1,0
6487,0,0.0,0,0.0,15,242.9166667,0.006666666999999999,0.006666666999999999,0.0,0.0,8,5,10,0,15,2,1,0
6488,16,590.925,0,0.0,54,2214.2303030000007,0.009375,0.031076389,1.288569678,0.0,7,1,1,7,8,2,0,0
6489,0,0.0,0,0.0,56,1294.637143,0.007407406999999999,0.03345679,0.0,0.0,5,3,3,6,12,2,0,0
6490,0,0.0,0,0.0,11,546.75,0.036363636,0.054545455,0.0,0.0,8,1,10,8,8,2,0,0
6491,0,0.0,0,0.0,22,883.0,0.133333333,0.14891774900000002,0.0,0.0,2,5,10,0,14,2,0,0
6492,0,0.0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0.0,4,5,10,0,4,2,1,1
6493,3,67.0,0,0.0,7,274.25,0.0125,0.035,0.0,0.0,2,5,10,0,8,2,0,0
6494,0,0.0,0,0.0,9,719.5833332999998,0.022222222000000003,0.055555556,0.0,0.0,8,1,1,2,4,2,0,0
6495,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,5,10,6,15,2,0,0
6496,0,0.0,0,0.0,8,357.25,0.0,0.0625,0.0,0.0,1,1,4,2,12,2,1,0
6497,0,0.0,0,0.0,23,935.9,0.004347826,0.024637681,0.0,0.0,9,1,10,0,4,1,0,0
6498,4,15.0,1,4.0,44,950.625,0.0,0.0044444440000000005,0.0,0.0,8,1,10,7,8,1,0,0
6499,0,0.0,0,0.0,8,721.4166667000002,0.0,0.00952381,0.0,0.0,8,1,7,6,11,1,1,0
6500,0,0.0,0,0.0,4,103.8,0.1,0.15,0.0,0.0,4,3,3,0,8,2,0,0
6501,8,206.0,3,132.0,39,1750.3333329999996,0.0,0.008695652,0.0,0.0,1,1,10,0,8,2,0,0
6502,0,0.0,0,0.0,14,406.8666667,0.0,0.007142857,0.0,0.0,1,1,1,0,8,2,0,0
6503,0,0.0,0,0.0,8,85.5,0.075,0.1,0.0,0.0,2,1,10,0,8,2,0,0
6504,0,0.0,0,0.0,18,315.69444439999995,0.0,0.002941176,0.0,0.0,8,3,3,7,11,1,0,0
6505,1,70.5,0,0.0,12,541.5357142999999,0.0,0.008333333,115.7819471,0.0,8,1,7,6,4,1,1,1
6506,0,0.0,0,0.0,10,189.5,0.0,0.036666667,0.0,0.0,1,5,10,6,12,2,0,0
6507,0,0.0,0,0.0,14,429.9166667,0.014285714,0.033333333,0.0,0.0,8,3,11,2,15,2,0,0
6508,0,0.0,0,0.0,55,4156.9,0.018787879,0.05352381,0.0,0.0,8,1,10,0,8,2,1,0
6509,2,80.0,6,141.75,47,3573.472222,0.003773585,0.012006861,34.85660705,0.0,9,1,10,6,8,2,0,0
6510,2,15.0,0,0.0,23,343.6666667,0.025,0.05,0.0,0.6,2,1,10,1,2,2,0,0
6511,2,45.25,1,0.0,42,4126.448611,0.000775194,0.013436693,0.0,0.0,9,1,10,3,4,2,0,0
6512,3,30.0,1,0.0,3,14.0,0.0,0.028571429,0.0,0.0,8,1,1,2,4,2,0,0
6513,0,0.0,2,88.6,35,682.1833333,0.0,0.001388889,0.0,0.0,4,3,3,6,8,2,0,0
6514,1,8.0,2,61.5,31,1126.25,0.0,0.024242424,0.0,0.0,8,0,10,0,4,2,0,0
6515,0,0.0,5,161.5,60,2789.166667,0.0,0.005026455,31.31885714,0.0,2,1,10,1,4,2,0,1
6516,3,119.0,0,0.0,41,1282.5,0.0,0.007142857,0.0,0.0,1,1,8,5,4,1,0,0
6517,2,31.6,0,0.0,4,75.6,0.0,0.028571429,0.0,0.0,5,1,10,3,7,2,0,0
6518,15,290.2934078,2,302.0,49,2011.513765,0.020689655,0.024273772,10.74211393,0.0,8,3,3,5,4,2,0,0
6519,5,134.9285714,2,41.0,31,2013.595238,0.0,0.014141414,8.482727273,0.0,1,1,10,7,4,2,0,1
