,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,Revenue,nf1,nf2,nf3,nf4,nf5,nf6,p1,p2,p3,p4,p5,p6
6333,0.70118904,0.037037037,0.015123207,0.0,0.0,0.035460994,0.022150135,0.11333333,0.27733332,0.0,0.0,0.44444445,0.71428573,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.7188347,0.42309096,0.7099678,0.52659386,0.5892716,0.31072688,0.0,0.0,0.0,0.0497243,0.004712022,0.00044652517
6334,0.6149572,0.37037036,0.05070328,0.0,0.0,0.028368793,0.0141148055,0.0,0.049382713,0.0,0.0,0.6666667,0.0,0.8333333,0.25,0.36842105,1.0,0.0,0.0,0.5073614,0.665607,0.78545225,0.7183592,0.2215954,0.51482576,0.0,0.0,0.0,0.13329633,0.0072995867,0.00039974067
6335,0.87265253,0.037037037,0.018977566,0.0,0.0,0.05106383,0.0119770905,0.0,0.00925926,0.0,0.0,1.0,0.71428573,0.8333333,0.75,0.21052632,0.5,0.0,0.0,0.8061177,0.51443386,0.7565779,0.5208896,0.7694938,0.6405225,0.0,0.0,0.0,0.33302465,0.023927893,0.0017192242
6336,0.6265141,0.0,0.0,0.0,0.0,0.029787235,0.0067918724,0.0,0.11904762,0.0,0.0,0.11111111,0.14285715,0.8333333,0.375,0.42105263,1.0,0.0,0.0,0.43425286,0.6367432,0.5104624,0.7545922,0.49115223,0.44235608,0.0,0.0,0.0,0.0011695914,0.00032583388,9.077333e-05
6337,0.5225025,0.037037037,0.009415226,0.0,0.0,0.012765957,0.0071123173,0.0,0.11111111,0.06477891,0.0,0.22222222,0.14285715,0.8333333,0.875,0.21052632,1.0,1.0,1.0,0.24211532,0.6099544,0.47312212,0.19625375,0.53076595,0.30953634,0.00079058646,4.997616e-05,1.0100147e-05,0.0080807535,0.00051081704,3.229081e-05
6338,0.6699633,0.074074075,0.0061787423,0.0,0.0,0.015602837,0.0043221004,0.0,0.07692307,0.0,0.0,0.8888889,0.14285715,0.8333333,0.375,0.21052632,1.0,0.0,0.0,0.49201423,0.67628676,0.80861986,0.5642271,0.39269188,0.5471692,0.0,0.0,0.0,0.25724575,0.006262328,0.0001524486
6339,0.44927216,0.11111111,0.011474807,0.0,0.0,0.014184397,0.0027636434,0.0,0.1875,0.0,0.0,0.33333334,0.71428573,0.8333333,1.0,0.36842105,1.0,0.0,0.0,0.85278445,0.62705606,0.5970545,0.65181863,0.5989918,0.4804516,0.0,0.0,0.0,0.02380886,0.0011656638,5.7070025e-05
6340,0.38515392,0.0,0.0,0.0,0.0,0.0028368793,0.0023916145,0.0,0.25,0.0,0.0,0.11111111,0.14285715,0.5833333,0.125,0.42105263,1.0,0.0,0.0,0.406359,0.3282534,0.4563163,0.7124476,0.44061548,0.39956802,0.0,0.0,0.0,0.0011695914,3.1446565e-05,8.4549714e-07
6341,0.5262807,0.0,0.0,0.0,0.0,0.015602837,0.015256312,0.0,0.16666666,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.3832225,0.39888352,0.5584337,0.7315772,0.39079183,0.35517687,0.0,0.0,0.0,0.0080807535,0.0006234547,4.810143e-05
6342,0.77330816,0.0,0.0,0.0,0.0,0.008510638,0.0014928051,0.0,0.16666666,0.0,0.0,0.11111111,0.14285715,0.8333333,0.375,0.7368421,1.0,1.0,0.0,0.35156262,0.6493432,0.59075695,0.26320285,0.52707165,0.2012397,0.0,0.0,0.0,0.0011695914,9.407501e-05,7.5668363e-06
6343,0.20424491,0.0,0.0,0.0,0.0,0.024113474,0.02021279,0.0,0.06666666,0.0,0.0,1.0,0.14285715,0.5833333,0.375,0.21052632,0.5,0.0,0.0,0.64317226,0.32587913,0.6251969,0.6017052,0.7550426,0.7729473,0.0,0.0,0.0,0.33302465,0.011447889,0.00039352686
6344,0.34703857,0.14814815,0.01618242,0.0,0.0,0.022695035,0.004453405,0.016666664,0.16666666,0.06551364,0.0,0.11111111,0.42857143,0.25,0.625,0.2631579,1.0,0.0,0.0,0.6443617,0.36402348,0.20916075,0.6040943,0.7363186,0.74848664,0.0004242642,9.036652e-05,3.1957854e-05,0.0011695914,0.00024911814,5.3061136e-05
6345,0.17357484,0.0,0.0,0.0,0.0,0.0014184397,0.0,0.0,1.0,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.53969836,0.2860276,0.45156145,0.63592523,0.41187337,0.3926323,0.0,0.0,0.0,0.0011695914,1.5735077e-05,2.1169154e-07
6346,0.36559618,0.037037037,0.008826775,0.125,0.0064721745,0.14042553,0.04802464,0.00980392,0.102532685,0.02535357,0.0,0.22222222,0.14285715,0.8333333,0.0,0.42105263,1.0,1.0,0.0,0.3541238,0.3780477,0.6375845,0.26603946,0.5013803,0.20504884,0.00012579552,8.237237e-05,0.000432306,0.0080807535,0.0052913707,0.003464851
6347,0.74774975,0.14814815,0.047664583,0.125,0.029615102,0.0056737587,0.0024775874,0.0,0.083333336,0.0,0.0,0.11111111,0.14285715,0.083333336,0.0,0.2631579,1.0,0.0,0.0,0.3375761,0.23504092,0.19090216,0.5824795,0.70265436,0.63520527,0.0,0.0,0.0,0.0011695914,6.2805615e-05,3.3725833e-06
6348,0.5017224,0.33333334,0.07515018,0.083333336,0.03693716,0.031205675,0.009579267,0.07509157,0.12880452,0.0774821,0.0,0.8888889,0.71428573,0.8333333,0.25,0.21052632,1.0,1.0,1.0,0.53999156,0.37755534,0.48450142,0.13414767,0.860078,0.2715425,0.0035419355,0.0001711334,7.046651e-05,0.25724575,0.012429177,0.0006005325
6349,0.8193132,0.14814815,0.081721224,0.0,0.0,0.004255319,0.0027941247,0.0,0.040000003,0.0,0.0,0.11111111,0.71428573,0.8333333,0.75,0.57894737,0.5,0.0,0.0,0.84151465,0.5421433,0.5893742,0.712627,0.8092269,0.38912973,0.0,0.0,0.0,0.0011695914,4.713716e-05,1.8997331e-06
6350,0.85187244,0.074074075,0.017506436,0.041666668,0.00784506,0.13617021,0.08761402,0.024444444,0.08312381,0.018561654,0.0,0.22222222,0.14285715,0.5,0.0,0.10526316,1.0,0.0,1.0,0.42914337,0.48191375,0.7080072,0.8177298,0.4060575,0.18746276,6.787585e-05,4.31814e-05,0.0002997412,0.0080807535,0.00514083,0.0032705038
6351,0.05522836,0.11111111,0.052813534,0.0,0.0,0.031205675,0.01166368,0.0,0.021333335,0.0,0.0,0.22222222,0.71428573,0.75,0.0,0.5263158,1.0,1.0,0.0,0.44850355,0.38594672,0.40724784,0.16431917,0.5965612,0.071925975,0.0,0.0,0.0,0.0080807535,0.0012374037,0.00018948335
6352,0.43838203,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,1.0,0.71428573,0.8333333,0.375,0.42105263,1.0,0.0,0.0,0.785369,0.46693656,0.40271467,0.31121856,0.37481758,0.48552656,0.0,0.0,0.0,0.33302465,0.0006810259,1.3926785e-06
6353,0.0416713,0.074074075,0.005001839,0.0,0.0,0.008510638,0.00055022765,0.125,0.375,0.0,0.0,0.5555556,0.14285715,0.8333333,0.375,0.42105263,1.0,0.0,0.0,0.6176912,0.40595698,0.5486588,0.67152417,0.35138002,0.6598988,0.0,0.0,0.0,0.08625292,0.0016543751,3.1731764e-05
6354,0.55972886,0.0,0.0,0.0,0.0,0.004255319,7.815733e-05,0.5,0.8333334,0.0,0.0,0.22222222,0.42857143,0.25,0.75,0.10526316,1.0,0.0,0.0,0.6101803,0.5687976,0.16285473,0.5204672,0.50320524,0.5994261,0.0,0.0,0.0,0.0080807535,0.00017099174,3.618249e-06
6355,0.044893876,0.14814815,0.016005885,0.0,0.0,0.0964539,0.045174096,0.014492755,0.043947004,0.0,0.0,0.33333334,0.0,0.25,0.25,0.42105263,1.0,0.0,0.0,0.46808875,0.191789,0.26960072,0.6637315,0.5135334,0.7256784,0.0,0.0,0.0,0.02380886,0.007620736,0.0024392442
6356,0.41982442,0.0,0.0,0.0,0.0,0.0964539,0.052480157,0.09068628,0.1413603,0.0,1.0,0.22222222,0.71428573,0.8333333,0.125,0.21052632,1.0,1.0,0.0,0.46487385,0.8922349,0.23376249,0.49140787,0.07595584,0.2353861,0.0,0.0,0.0,0.0080807535,0.0037079947,0.001701478
6357,0.27414158,0.037037037,0.019536594,0.0,0.0,0.05531915,0.0094783995,0.078947365,0.13377193,0.0,0.0,0.44444445,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.4651177,0.3054969,0.65885246,0.71321416,0.33725512,0.47925526,0.0,0.0,0.0,0.0497243,0.0072807684,0.00106607
6358,0.0103344815,0.074074075,0.031599853,0.083333336,0.037930865,0.04539007,0.013026092,0.12254902,0.17941177,0.0,0.0,0.44444445,0.71428573,0.8333333,0.25,0.42105263,1.0,0.0,1.0,0.8072256,0.38490245,0.6450746,0.6606237,0.4184624,0.42128378,0.0,0.0,0.0,0.0497243,0.0060025025,0.0007245962
6359,0.35603955,0.0,0.0,0.0,0.0,0.05248227,0.081418835,0.0,0.0914966,0.0,0.0,0.8888889,0.14285715,0.8333333,0.0,0.10526316,1.0,0.0,0.0,0.47810155,0.3236705,0.87930995,0.5734314,0.4143425,0.5632773,0.0,0.0,0.0,0.25724575,0.020689812,0.001664044
6360,0.7594177,0.25925925,0.43055046,0.0,0.0,0.04255319,0.022044102,0.02631579,0.052786186,0.0,0.0,0.8888889,0.42857143,0.25,0.25,0.21052632,0.5,0.0,0.0,0.49766758,0.28095868,0.41009533,0.33818328,0.77868456,0.852334,0.0,0.0,0.0,0.25724575,0.01685584,0.0011044664
6361,0.0918991,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,0.44444445,0.14285715,0.8333333,0.25,0.7368421,1.0,0.0,0.0,0.69848084,0.47343585,0.25430048,0.5283333,0.26764435,0.38676548,0.0,0.0,0.0,0.0497243,0.00019167192,7.388365e-07
6362,0.5027225,0.0,0.0,0.0,0.0,0.0056737587,0.003923498,0.25,0.5,0.0,0.0,0.8888889,0.14285715,0.8333333,0.25,0.6315789,1.0,0.0,0.0,0.5512596,0.53961945,0.56466377,0.4478059,0.2748246,0.49354842,0.0,0.0,0.0,0.25724575,0.0022884484,2.0357948e-05
6363,0.6650739,0.0,0.0,0.0,0.0,0.025531914,0.0029856102,0.0,0.16666666,0.0,0.0,0.8888889,0.0,0.25,0.75,0.42105263,1.0,0.0,0.0,0.48799136,0.51845264,0.29444402,0.3671286,0.51836234,0.86032504,0.0,0.0,0.0,0.25724575,0.010197545,0.00040424356
6364,0.73319256,0.037037037,0.0014711291,0.0,0.0,0.012765957,0.037476443,0.0,0.099999994,0.0,0.0,0.11111111,0.0,0.25,0.75,0.6315789,1.0,0.0,0.0,0.49426478,0.6636969,0.19394514,0.5676835,0.5702215,0.7591383,0.0,0.0,0.0,0.0011695914,0.00014081653,1.6954034e-05
6365,0.6862985,0.0,0.0,0.0,0.0,0.031205675,0.0093515245,0.0,0.25,0.0,0.4,0.22222222,0.14285715,0.5833333,0.5,0.10526316,1.0,0.0,0.0,0.5529084,0.62242234,0.3732102,0.8106179,0.6561626,0.34693056,0.0,0.0,0.0,0.0080807535,0.0012374037,0.00018948335
6366,0.7625292,0.14814815,0.08017653,0.0,0.0,0.019858155,0.0043752473,0.0,0.14285713,0.0,0.0,0.11111111,0.42857143,0.25,0.75,0.2631579,0.5,0.0,0.0,0.54204035,0.44567278,0.26663744,0.5609749,0.8673439,0.82544005,0.0,0.0,0.0,0.0011695914,0.00021828176,4.0738094e-05
6367,0.7773086,0.4814815,0.08183949,0.041666668,0.018239764,0.21276596,0.08715504,0.0003635,0.085776776,0.0053118607,0.0,1.0,0.14285715,0.8333333,0.625,0.42105263,1.0,0.0,1.0,0.6820838,0.839081,0.80421644,0.62937963,0.3189108,0.5731122,1.945426e-05,5.414143e-06,0.00019714033,0.33302465,0.09268113,0.025793264
6368,0.9484387,0.22222222,0.032511953,0.041666668,0.00784506,0.19432624,0.08410803,0.027586205,0.106559224,0.0068191234,0.0,0.8888889,0.14285715,0.083333336,0.75,0.2631579,1.0,0.0,1.0,0.47058776,0.53304017,0.20648704,0.38504,0.63085335,0.87981457,2.937339e-05,8.201707e-06,0.00021431444,0.25724575,0.07182876,0.020056194
6369,0.29814425,0.0,0.0,0.0,0.0,0.0056737587,0.0010316768,0.0,0.125,0.0,0.0,1.0,0.14285715,0.8333333,0.25,0.21052632,1.0,0.0,0.0,0.5319364,0.4781339,0.76645344,0.5798154,0.38749212,0.62993413,0.0,0.0,0.0,0.33302465,0.002718274,2.2187587e-05
6370,0.28303143,0.074074075,0.026186097,0.125,0.046678107,0.05815603,0.066748574,0.02222222,0.13580246,0.0,0.0,0.11111111,0.14285715,0.8333333,0.25,0.42105263,1.0,0.0,0.0,0.5115397,0.4186793,0.4949726,0.85921377,0.51368946,0.51069844,0.0,0.0,0.0,0.0011695914,0.0006275063,0.0003366681
6371,0.07678631,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,1.0,0.71428573,0.8333333,0.125,0.42105263,1.0,0.0,0.0,0.7795032,0.36374876,0.35373884,0.33730873,0.34510183,0.46350023,0.0,0.0,0.0,0.33302465,0.0006810259,1.3926785e-06
6372,0.8365374,0.14814815,0.061051857,0.0,0.0,0.0028368793,0.00088317785,0.0,0.099999994,0.0,0.0,1.0,0.71428573,0.8333333,0.625,0.21052632,0.5,1.0,0.0,0.36884695,0.55127,0.5338843,0.039184112,0.8858325,0.33750388,0.0,0.0,0.0,0.33302465,0.001361031,5.5623655e-06
6373,0.9103234,0.0,0.0,0.0,0.0,0.008510638,0.0014224635,0.0,0.16666666,0.0,0.6,0.22222222,0.14285715,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.43935686,0.5232307,0.290255,0.78171927,0.43018082,0.24577884,0.0,0.0,0.0,0.0080807535,0.00034126051,1.4411866e-05
6374,0.18968774,0.0,0.0,0.0,0.0,0.012765957,0.0058242846,0.0,0.11111111,0.19412763,0.0,0.44444445,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,1.0,0.4603297,0.25145125,0.65205693,0.7500332,0.3895947,0.5153608,0.011574658,0.00039928476,2.8548784e-05,0.0497243,0.0017153126,5.917222e-05
6375,0.8494277,0.074074075,0.0038543583,0.0,0.0,0.08794326,0.086863,0.0,0.103125006,0.017240688,0.0,0.6666667,0.14285715,0.8333333,0.75,0.21052632,1.0,1.0,0.0,0.2906144,0.6685519,0.65664315,0.20012772,0.7326986,0.41959617,0.00014926068,2.4628831e-05,0.00012144471,0.13329633,0.021994626,0.0036292342
6376,0.22258028,0.0,0.0,0.0,0.0,0.019858155,0.009372367,0.0,0.08163266,0.0,0.0,0.8888889,0.14285715,0.8333333,0.0,0.94736844,1.0,0.0,0.0,0.50125647,0.31804252,0.6240916,0.56070143,0.059016068,0.5693856,0.0,0.0,0.0,0.25724575,0.007953534,0.00024590763
6377,0.12568063,0.074074075,0.029422581,0.041666668,0.004707036,0.06241135,0.021476854,0.0,0.022727273,0.0,0.0,0.22222222,0.42857143,0.25,0.625,0.21052632,0.5,1.0,0.0,0.15109888,0.6281092,0.48793852,0.3667372,0.31169716,0.5009343,0.0,0.0,0.0,0.0080807535,0.002437915,0.00073550426
6378,0.97888654,0.074074075,0.0,0.0,0.0,0.011347517,0.0018601445,0.375,0.5,0.0,0.0,0.22222222,0.42857143,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.52734035,0.5120075,0.49865356,0.5172,0.3869751,0.23877604,0.0,0.0,0.0,0.0080807535,0.0004543775,2.5549463e-05
6379,0.25602844,0.18518518,0.041186713,0.0,0.0,0.038297873,0.010596311,0.0,0.03030303,0.0,0.0,1.0,0.42857143,0.8333333,0.0,0.21052632,0.5,1.0,0.0,0.3790134,0.34528515,0.61743724,0.074046746,0.903442,0.3204061,0.0,0.0,0.0,0.33302465,0.018056735,0.0009790437
6380,0.59373266,0.037037037,0.0068260394,0.0,0.0,0.0056737587,0.0008190889,0.0,0.099999994,0.0,0.0,0.7777778,0.14285715,0.083333336,0.625,0.42105263,0.5,0.0,1.0,0.48109856,0.44734555,0.41557106,0.48063615,0.6941392,0.8917503,0.0,0.0,0.0,0.19047081,0.0018729576,1.8417362e-05
6381,0.89121014,0.0,0.0,0.0,0.0,0.029787235,0.00682802,0.00952381,0.14169,0.0,0.4,0.22222222,0.14285715,0.8333333,0.25,0.21052632,1.0,0.0,0.0,0.49226314,0.5523556,0.3693319,0.8012144,0.5917347,0.2936143,0.0,0.0,0.0,0.0080807535,0.0011819741,0.00017288771
6382,0.69407713,0.0,0.0,0.0,0.0,0.025531914,0.005059645,0.0,0.026041664,0.0,0.0,1.0,0.71428573,0.8333333,0.625,0.42105263,1.0,0.0,0.0,0.8398142,0.6593946,0.73363006,0.47447947,0.600394,0.53371286,0.0,0.0,0.0,0.33302465,0.01211289,0.0004405743
6383,0.37726414,0.2962963,0.04890033,0.20833333,0.14552586,0.032624114,0.009788758,0.02222222,0.044444446,0.0,0.0,0.11111111,0.42857143,0.25,0.875,0.6315789,1.0,0.0,0.0,0.6108528,0.36525095,0.026958186,0.59248835,0.7352609,0.7685319,0.0,0.0,0.0,0.0011695914,0.00035637335,0.000108586595
6384,0.8654295,0.2962963,0.03565036,0.0,0.0,0.09929078,0.015030427,0.02631579,0.06544596,0.09126232,0.4,0.22222222,0.14285715,0.8333333,0.625,0.6315789,1.0,0.0,1.0,0.52741444,0.749792,0.28330642,0.88417256,0.5144004,0.34449047,0.001530601,0.00072205166,0.0007826535,0.0080807535,0.0038120458,0.0017983096
6385,0.19235471,0.0,0.0,0.0,0.0,0.011347517,0.003868788,0.0,0.04761905,0.0,0.0,0.8888889,0.14285715,0.8333333,0.5,0.21052632,0.5,0.0,1.0,0.6716084,0.36780733,0.6428415,0.62319666,0.75569767,0.7652063,0.0,0.0,0.0,0.25724575,0.004564022,8.097431e-05
6386,0.7774197,0.37037036,0.100457095,0.0,0.0,0.1106383,0.040455442,0.041666664,0.0603444,0.008869726,0.0,0.22222222,0.71428573,0.8333333,0.625,0.10526316,1.0,1.0,0.0,0.36958045,0.67561644,0.3707918,0.06429132,0.77010626,0.25118592,1.5648418e-05,8.182882e-06,9.723728e-05,0.0080807535,0.004225593,0.00220965
6387,0.23558173,0.18518518,0.0290548,0.0,0.0,0.17872341,0.09511751,0.0,0.021321615,0.10001074,0.0,0.8888889,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.559125,0.3482419,0.9031649,0.7119723,0.26657233,0.5928384,0.005778526,0.0014940121,0.0025772508,0.25724575,0.06650974,0.017195795
6388,0.06734081,0.0,0.0,0.041666668,0.0,0.0014184397,0.00020320907,0.0,0.5,0.0,0.0,0.11111111,0.71428573,0.8333333,0.75,0.42105263,1.0,0.0,0.0,0.80906576,0.55746937,0.3874491,0.6491878,0.53974235,0.50831854,0.0,0.0,0.0,0.0011695914,1.5735077e-05,2.1169154e-07
6389,0.1856873,0.18518518,0.031835232,0.0,0.0,0.05248227,0.020141665,0.02631579,0.14035086,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.5094434,0.33445677,0.582383,0.87404513,0.33250144,0.46549055,0.0,0.0,0.0,0.0011695914,0.0005678242,0.00027567253
6390,0.9794422,0.0,0.0,0.0,0.0,0.026950354,0.0108267,0.0,0.0073529403,0.1874884,0.6,0.22222222,1.0,0.8333333,0.5,0.21052632,0.5,0.0,1.0,0.73998237,0.65705997,0.39546052,0.7712569,0.78196543,0.3284984,0.0059256377,0.0007852866,0.00012152892,0.0080807535,0.0010708901,0.00014191818
6391,0.21902433,0.037037037,0.12298639,0.125,0.029811228,0.09929078,0.052297976,0.012575455,0.037855923,0.025020033,0.0,0.22222222,0.14285715,0.33333334,0.125,0.36842105,1.0,0.0,1.0,0.4114077,0.16705276,0.23436445,0.6792662,0.5136154,0.64772815,0.00012254744,5.781101e-05,0.00022145764,0.0080807535,0.0038120458,0.0017983096
6392,0.49572176,0.0,0.0,0.0,0.0,0.060992908,0.017921476,0.03488372,0.17635658,0.0,0.6,0.22222222,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.48545384,0.42342103,0.28340825,0.8245767,0.5618918,0.26639792,0.0,0.0,0.0,0.0080807535,0.0023841187,0.0007034025
6393,0.08178686,0.0,0.0,0.041666668,0.012159843,0.05815603,0.026241064,0.049999997,0.06666666,0.0,0.0,0.22222222,0.71428573,0.8333333,0.625,0.10526316,1.0,0.0,0.0,0.8381682,0.50850576,0.5422773,0.8107547,0.56249976,0.4548975,0.0,0.0,0.0,0.0080807535,0.0022763016,0.0006412211
6394,0.4580509,0.037037037,0.0038249355,0.20833333,0.16670753,0.16453901,0.04115898,0.022408964,0.054647315,0.0,0.0,0.8888889,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.54255134,0.3882995,0.9406498,0.53465545,0.2527465,0.5387645,0.0,0.0,0.0,0.25724575,0.061612785,0.014756842
6395,0.77564174,0.0,0.0,0.0,0.0,0.0056737587,0.004658177,0.5,0.75,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.5498241,0.48638874,0.4133825,0.5214029,0.3566632,0.3199386,0.0,0.0,0.0,0.0011695914,6.2805615e-05,3.3725833e-06
6396,0.82809204,0.074074075,0.014024764,0.0,0.0,0.1177305,0.047289617,0.0,0.032520324,0.1005085,0.2,0.22222222,0.14285715,0.8333333,0.375,0.6315789,1.0,0.0,0.0,0.48473772,0.7076145,0.39108926,0.784799,0.36621878,0.39440212,0.0018406187,0.0010208834,0.0011864038,0.0080807535,0.004481921,0.0024858592
6397,0.53072566,0.0,0.0,0.0,0.0,0.015602837,0.0067397673,0.0,0.022727273,0.0,0.0,0.8888889,0.42857143,0.25,0.0,0.21052632,1.0,0.0,0.0,0.5204299,0.090684436,0.18449837,0.31605068,0.5372918,0.7455091,0.0,0.0,0.0,0.25724575,0.006262328,0.0001524486
6398,0.7815313,0.11111111,0.011107025,0.041666668,0.00392253,0.034042552,0.004290838,0.0,0.033333335,0.0,0.0,1.0,0.14285715,0.8333333,0.0,0.21052632,0.5,0.0,0.0,0.67121345,0.22244915,0.81572735,0.6004623,0.96191627,0.5773217,0.0,0.0,0.0,0.33302465,0.016083632,0.000776769
6399,0.594066,0.074074075,0.064827755,0.041666668,0.027653838,0.10638298,0.055304,0.05857143,0.13681181,0.02004127,0.0,0.11111111,0.14285715,0.8333333,0.125,0.42105263,1.0,0.0,0.0,0.41075066,0.55282164,0.5498629,0.8120202,0.42988142,0.4149301,4.1485346e-05,3.9806233e-05,0.00020280432,0.0011695914,0.0011222525,0.0010768295
6400,0.45549506,0.0,0.0,0.0,0.0,0.04822695,0.015971452,0.0,0.106770836,0.0,0.4,0.22222222,0.14285715,0.8333333,0.75,0.6315789,1.0,0.0,0.0,0.5948033,0.6758863,0.26491237,0.8106368,0.4959124,0.40922534,0.0,0.0,0.0,0.0080807535,0.0018966618,0.00044517213
6401,0.03244805,0.14814815,0.052176043,0.041666668,0.027300809,0.014184397,0.006293489,0.0,0.02777778,0.0,0.0,0.8888889,0.42857143,0.25,0.75,0.15789473,0.5,0.0,0.0,0.6354185,0.32687196,0.40566105,0.53790224,0.66339225,0.92741364,0.0,0.0,0.0,0.25724575,0.0056970026,0.00012616666
6402,0.5448383,0.0,0.0,0.0,0.0,0.004255319,0.02604984,0.0,0.16666666,0.0,0.0,0.8888889,0.14285715,0.5833333,0.75,0.6315789,1.0,0.0,0.0,0.54607356,0.7333023,0.56020546,0.5035127,0.23386368,0.6910793,0.0,0.0,0.0,0.25724575,0.0017175368,1.1467372e-05
6403,0.81075674,0.0,0.0,0.041666668,0.014591812,0.05248227,0.043264046,0.02777778,0.074999996,0.0,0.0,0.8888889,0.14285715,0.8333333,0.625,0.21052632,1.0,0.0,0.0,0.54210275,0.8495965,0.7564519,0.5140988,0.46280637,0.5962971,0.0,0.0,0.0,0.25724575,0.020689812,0.001664044
6404,0.441049,0.0,0.0,0.083333336,0.096690364,0.07375886,0.028743923,0.01851852,0.072530866,0.0,0.0,1.0,0.14285715,0.5,0.75,0.21052632,0.5,0.0,0.0,0.70989954,0.47467485,0.65650564,0.6329385,0.838466,0.80634034,0.0,0.0,0.0,0.33302465,0.034191642,0.0035104565
6405,0.97033006,0.0,0.0,0.0,0.0,0.05248227,0.009976784,0.02777778,0.083333336,0.0,0.0,0.8888889,0.14285715,0.8333333,0.25,0.42105263,1.0,0.0,1.0,0.4766831,0.68655175,0.7197871,0.4953413,0.21381739,0.46356946,0.0,0.0,0.0,0.25724575,0.020689812,0.001664044
6406,0.8218691,0.0,0.0,0.0,0.0,0.0070921984,0.003345134,0.0,0.19999999,0.0,0.0,0.22222222,0.71428573,0.8333333,0.875,0.42105263,1.0,0.0,0.0,0.79084206,0.65329736,0.52222735,0.6183032,0.7589976,0.36380482,0.0,0.0,0.0,0.0080807535,0.00028458738,1.0022578e-05
6407,0.99399936,0.037037037,0.01218095,0.0,0.0,0.04255319,0.0107013015,0.09677419,0.20967743,0.0,0.0,0.5555556,0.14285715,0.8333333,1.0,0.42105263,1.0,0.0,0.0,0.5863223,0.9221802,0.62131095,0.62233806,0.39504707,0.5257733,0.0,0.0,0.0,0.08625292,0.008135185,0.00076729263
6408,0.64040446,0.14814815,0.029128356,0.125,0.044030398,0.06524823,0.014537484,0.00980392,0.08235294,0.0,0.0,0.8888889,0.42857143,0.25,0.75,0.2631579,1.0,0.0,0.0,0.61637187,0.39888567,0.20131534,0.31198937,0.643787,0.9198065,0.0,0.0,0.0,0.25724575,0.025566423,0.0025409244
6409,0.21813534,0.11111111,0.027068775,0.0,0.0,0.12907802,0.064958446,0.012765955,0.11075028,0.0,0.0,0.8888889,0.42857143,0.8333333,0.0,0.21052632,1.0,1.0,0.0,0.47165716,0.26281956,0.56309265,0.22441787,0.88337505,0.2845758,0.0,0.0,0.0,0.25724575,0.04910464,0.009373392
6410,0.8900989,0.0,0.0,0.041666668,0.014317235,0.024113474,0.0049747145,0.055555556,0.25,0.06237351,0.0,0.8888889,0.14285715,0.5833333,0.0,0.42105263,1.0,1.0,1.0,0.42322868,0.37849095,0.7632441,0.17138948,0.5893737,0.40901795,0.0023283067,8.722986e-05,3.435139e-05,0.25724575,0.009637697,0.00036107574
6411,0.3823758,0.0,0.0,0.083333336,0.06746752,0.04539007,0.019180547,0.029411765,0.07893642,0.022159329,0.0,0.22222222,0.14285715,0.8333333,0.0,0.10526316,1.0,0.0,0.0,0.43675235,0.3238312,0.689703,0.7728264,0.4898861,0.3653335,9.639656e-05,2.1323778e-05,4.3187887e-05,0.0080807535,0.0017875347,0.0003954186
6412,0.5993999,0.0,0.0,0.0,0.0,0.031205675,0.020485038,0.04761905,0.14285713,0.08287299,0.0,0.11111111,0.14285715,0.8333333,0.0,0.42105263,1.0,0.0,1.0,0.37093323,0.42499188,0.5360477,0.74388003,0.38956037,0.32964158,0.0006678779,0.00019478817,7.5179014e-05,0.0011695914,0.00034111412,9.948674e-05
6413,0.2652517,0.074074075,0.014269952,0.0,0.0,0.10921986,0.016725259,0.01265823,0.062332187,0.0,0.0,1.0,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.6244586,0.6505351,0.71493727,0.6275433,0.44295537,0.7675079,0.0,0.0,0.0,0.33302465,0.04980231,0.007447707
